longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,income_cat
-118.34,34.05,39.0,975.0,292.0,7.23,285.0,2.2725,140600.0,<1H OCEAN,2.0
-121.79,38.66,15.0,6809.0,1052.0,30.6,1060.0,5.3064,165000.0,INLAND,4.0
-122.26,37.82,37.0,3633.0,1085.0,18.38,980.0,2.6104,193100.0,NEAR BAY,2.0
-118.12,34.17,52.0,2166.0,483.0,13.08,467.0,3.0417,222600.0,INLAND,3.0
-118.08,33.77,26.0,2461.0,562.0,9.71,544.0,2.1944,87500.0,<1H OCEAN,2.0
-116.95,32.81,15.0,2619.0,599.0,15.13,537.0,2.543,100000.0,<1H OCEAN,2.0
-121.35,38.04,5.0,4303.0,613.0,22.06,621.0,5.5842,159100.0,INLAND,4.0
-122.29,37.91,46.0,2085.0,346.0,7.48,354.0,4.0536,262000.0,NEAR BAY,3.0
-121.91,37.71,25.0,4377.0,668.0,20.38,671.0,5.7233,231800.0,<1H OCEAN,4.0
-118.31,34.09,30.0,3165.0,1263.0,36.78,1141.0,2.0,240600.0,<1H OCEAN,2.0
-117.06,32.77,18.0,2269.0,682.0,13.29,581.0,1.7951,161800.0,NEAR OCEAN,2.0
-116.89,34.27,13.0,3661.0,770.0,5.67,228.0,4.4063,152600.0,INLAND,3.0
-117.17,32.68,16.0,5895.0,1424.0,8.73,522.0,7.3669,187500.0,NEAR OCEAN,5.0
-119.14,34.29,17.0,2754.0,577.0,13.49,533.0,3.1618,154200.0,<1H OCEAN,3.0
-118.37,33.79,36.0,1596.0,234.0,6.54,223.0,8.2064,500001.0,NEAR OCEAN,5.0
-118.36,33.83,35.0,1378.0,247.0,6.45,217.0,5.9143,343400.0,<1H OCEAN,4.0
-118.05,33.96,37.0,2622.0,652.0,27.78,644.0,2.9714,160300.0,<1H OCEAN,2.0
-118.1,33.83,36.0,1408.0,250.0,7.02,251.0,4.875,222500.0,<1H OCEAN,4.0
-120.66,35.29,39.0,2163.0,652.0,11.53,599.0,2.084,233300.0,NEAR OCEAN,2.0
-118.26,34.07,40.0,680.0,273.0,9.95,249.0,2.2607,165600.0,<1H OCEAN,2.0
-122.43,37.77,52.0,4397.0,1116.0,19.39,1053.0,2.7587,354500.0,NEAR BAY,2.0
-120.05,36.98,16.0,3705.0,739.0,24.63,697.0,2.5288,61800.0,INLAND,2.0
-122.48,37.77,52.0,2556.0,595.0,12.02,568.0,3.8899,348500.0,NEAR BAY,3.0
-118.15,34.18,45.0,2612.0,664.0,31.17,584.0,2.3029,148800.0,<1H OCEAN,2.0
-117.36,33.2,19.0,1926.0,557.0,11.9,483.0,1.3269,166100.0,NEAR OCEAN,1.0
-121.86,37.27,19.0,1852.0,268.0,8.66,272.0,5.6139,279500.0,<1H OCEAN,4.0
-116.36,33.88,11.0,12557.0,3098.0,24.53,1232.0,1.7844,78500.0,INLAND,2.0
-118.13,34.1,26.0,3050.0,825.0,21.53,772.0,3.1103,214100.0,<1H OCEAN,3.0
-117.21,33.17,16.0,1787.0,361.0,14.46,362.0,3.75,163800.0,<1H OCEAN,3.0
-117.99,33.86,20.0,2303.0,612.0,16.07,564.0,2.9,176100.0,<1H OCEAN,2.0
-118.3,34.02,49.0,2120.0,483.0,15.22,416.0,1.85,116800.0,<1H OCEAN,2.0
-120.85,37.5,52.0,1724.0,352.0,9.22,348.0,1.7227,85700.0,INLAND,2.0
-117.63,33.38,12.0,5744.0,1054.0,21.04,847.0,5.1482,500001.0,NEAR OCEAN,4.0
-121.02,37.6,33.0,1009.0,238.0,10.27,246.0,2.5993,68000.0,INLAND,2.0
-119.79,36.8,27.0,2462.0,484.0,8.52,449.0,3.32,124700.0,INLAND,3.0
-121.63,36.68,24.0,2591.0,739.0,32.43,702.0,2.1766,108500.0,<1H OCEAN,2.0
-116.43,34.1,17.0,6683.0,1296.0,26.77,1227.0,2.4828,84000.0,INLAND,2.0
-122.1,37.37,40.0,2224.0,354.0,9.29,345.0,8.1064,500001.0,NEAR BAY,5.0
-118.06,33.91,21.0,2863.0,701.0,14.89,621.0,3.2031,180700.0,<1H OCEAN,3.0
-120.45,34.65,27.0,2253.0,382.0,11.97,384.0,3.3203,134700.0,NEAR OCEAN,3.0
-117.76,33.53,18.0,3224.0,561.0,13.1,580.0,8.4614,391900.0,<1H OCEAN,5.0
-119.29,34.29,33.0,3854.0,982.0,18.35,894.0,3.5294,323900.0,NEAR OCEAN,3.0
-122.32,38.01,26.0,3054.0,492.0,14.95,496.0,4.6944,171100.0,NEAR BAY,4.0
-119.45,35.13,34.0,1440.0,309.0,8.08,294.0,2.3013,26600.0,INLAND,2.0
-122.36,40.62,11.0,3896.0,886.0,19.02,843.0,2.2905,94200.0,INLAND,2.0
-122.44,37.79,52.0,1726.0,384.0,6.14,356.0,3.6812,500000.0,NEAR BAY,3.0
-119.64,34.43,32.0,1872.0,318.0,7.49,296.0,4.625,500001.0,<1H OCEAN,4.0
-117.73,34.05,28.0,2758.0,771.0,28.77,694.0,2.0734,113300.0,INLAND,2.0
-117.96,33.87,27.0,890.0,289.0,4.16,200.0,3.141,167500.0,<1H OCEAN,3.0
-121.37,38.68,29.0,3757.0,646.0,20.22,611.0,3.5429,88200.0,INLAND,3.0
-122.57,39.9,15.0,3873.0,810.0,16.97,627.0,2.4555,55600.0,INLAND,2.0
-122.34,37.58,50.0,2784.0,743.0,16.22,698.0,3.8413,372200.0,NEAR OCEAN,3.0
-122.67,38.43,17.0,1804.0,304.0,7.5,298.0,4.5588,196400.0,<1H OCEAN,4.0
-121.92,36.61,27.0,3044.0,661.0,12.29,618.0,3.1359,268000.0,NEAR OCEAN,3.0
-122.51,38.76,9.0,2589.0,482.0,10.5,374.0,4.0435,132600.0,INLAND,3.0
-117.77,33.6,33.0,247.0,80.0,1.67,70.0,3.7059,237500.0,<1H OCEAN,3.0
-115.55,32.78,5.0,2652.0,606.0,17.67,536.0,2.8025,84300.0,INLAND,2.0
-117.26,34.15,33.0,2271.0,389.0,11.0,380.0,3.5978,88300.0,INLAND,3.0
-122.01,36.98,27.0,2820.0,730.0,15.11,745.0,2.589,242400.0,NEAR OCEAN,2.0
-122.08,37.38,25.0,830.0,228.0,3.68,174.0,3.3917,342900.0,NEAR BAY,3.0
-120.98,37.59,2.0,5042.0,834.0,27.84,787.0,4.6484,145900.0,INLAND,4.0
-117.12,32.95,4.0,9018.0,1572.0,44.38,1498.0,4.988,263700.0,<1H OCEAN,4.0
-121.35,38.62,28.0,4175.0,796.0,20.32,830.0,3.4299,164000.0,INLAND,3.0
-122.62,37.97,52.0,370.0,62.0,1.5,56.0,7.7006,316700.0,NEAR OCEAN,5.0
-118.08,34.1,32.0,2830.0,645.0,15.0,527.0,3.0819,214600.0,<1H OCEAN,3.0
-121.61,39.13,33.0,2559.0,539.0,15.83,504.0,1.4727,53000.0,INLAND,1.0
-118.1,34.07,36.0,1240.0,349.0,13.83,338.0,2.4931,170300.0,<1H OCEAN,2.0
-118.34,33.98,46.0,2126.0,409.0,12.92,414.0,2.9315,149000.0,<1H OCEAN,2.0
-122.22,37.4,32.0,2297.0,287.0,8.14,283.0,15.0001,500001.0,NEAR OCEAN,5.0
-117.3,34.12,43.0,1018.0,261.0,7.36,215.0,2.6,66900.0,INLAND,2.0
-118.01,34.11,43.0,1858.0,345.0,10.54,329.0,3.5625,211600.0,INLAND,3.0
-118.23,33.89,36.0,2598.0,514.0,18.72,514.0,3.1667,117700.0,<1H OCEAN,3.0
-118.04,33.8,33.0,2685.0,466.0,13.59,476.0,5.0261,245100.0,<1H OCEAN,4.0
-118.37,34.06,36.0,1661.0,395.0,6.9,365.0,3.3438,500001.0,<1H OCEAN,3.0
-122.5,37.76,50.0,1993.0,410.0,10.09,374.0,3.9464,295600.0,NEAR OCEAN,3.0
-118.06,33.98,40.0,1410.0,255.0,9.32,273.0,4.2206,178000.0,<1H OCEAN,3.0
-122.35,37.97,43.0,2178.0,482.0,15.45,471.0,2.5863,112200.0,NEAR BAY,2.0
-117.12,33.49,4.0,21988.0,4055.0,88.24,3252.0,3.9963,191100.0,<1H OCEAN,3.0
-121.57,39.16,33.0,2033.0,375.0,9.14,330.0,2.6964,68500.0,INLAND,2.0
-119.75,34.4,31.0,1997.0,299.0,8.26,301.0,6.8927,500001.0,NEAR OCEAN,5.0
-122.01,37.98,25.0,1476.0,336.0,7.77,297.0,3.5179,165500.0,NEAR BAY,3.0
-120.12,35.99,7.0,2049.0,482.0,13.87,422.0,2.25,56200.0,INLAND,2.0
-118.22,34.23,34.0,3296.0,483.0,12.68,478.0,8.4802,500001.0,<1H OCEAN,5.0
-118.01,33.92,34.0,4039.0,694.0,22.69,663.0,5.2305,205100.0,<1H OCEAN,4.0
-118.53,34.24,24.0,2718.0,719.0,30.18,644.0,2.9076,275300.0,<1H OCEAN,2.0
-119.36,36.21,18.0,1082.0,202.0,7.93,213.0,2.4032,60000.0,INLAND,2.0
-117.18,34.3,33.0,399.0,87.0,0.71,27.0,1.875,71300.0,INLAND,2.0
-116.96,33.94,22.0,1999.0,497.0,13.04,479.0,1.4063,81900.0,INLAND,1.0
-117.53,33.97,29.0,1430.0,273.0,8.72,283.0,4.0833,141000.0,INLAND,3.0
-117.65,33.49,16.0,2223.0,454.0,6.28,382.0,4.3603,248800.0,<1H OCEAN,3.0
-118.33,33.99,46.0,1582.0,315.0,7.77,286.0,3.2083,149600.0,<1H OCEAN,3.0
-117.13,32.92,16.0,1580.0,241.0,9.17,261.0,4.7266,191100.0,<1H OCEAN,4.0
-118.08,34.12,41.0,1598.0,280.0,8.07,282.0,5.5067,325000.0,<1H OCEAN,4.0
-122.66,38.48,16.0,2697.0,490.0,14.62,515.0,4.2051,190300.0,<1H OCEAN,3.0
-121.36,38.55,33.0,1191.0,198.0,5.54,191.0,2.8021,118800.0,INLAND,2.0
-119.59,36.11,32.0,752.0,159.0,5.24,155.0,2.25,50000.0,INLAND,2.0
-117.91,33.83,47.0,504.0,113.0,3.75,109.0,3.6607,160600.0,<1H OCEAN,3.0
-118.48,34.07,40.0,3351.0,484.0,15.64,523.0,8.5153,500001.0,<1H OCEAN,5.0
-114.57,33.64,14.0,1501.0,337.0,5.15,226.0,3.1917,73400.0,INLAND,3.0
-121.97,37.0,25.0,990.0,166.0,5.22,185.0,4.8269,272900.0,NEAR OCEAN,4.0
-118.44,34.23,36.0,1730.0,387.0,10.99,353.0,4.0368,183100.0,<1H OCEAN,3.0
-117.2,34.12,24.0,3532.0,618.0,16.81,590.0,3.5,113900.0,INLAND,3.0
-121.88,37.33,41.0,395.0,164.0,5.49,184.0,2.375,175000.0,<1H OCEAN,2.0
-122.51,37.91,2.0,647.0,136.0,2.03,118.0,6.641,310000.0,NEAR BAY,5.0
-117.81,34.12,23.0,7063.0,1176.0,31.0,1112.0,4.8229,192600.0,INLAND,4.0
-122.15,37.75,44.0,1938.0,399.0,9.46,331.0,3.225,135800.0,NEAR BAY,3.0
-121.32,38.7,17.0,3214.0,551.0,18.79,562.0,4.3643,124900.0,INLAND,3.0
-124.17,40.78,39.0,1606.0,330.0,7.31,327.0,1.6369,68300.0,NEAR OCEAN,2.0
-118.27,34.01,35.0,1672.0,556.0,21.06,519.0,1.2206,129200.0,<1H OCEAN,1.0
-118.46,34.16,28.0,2795.0,622.0,11.73,545.0,4.4423,280400.0,<1H OCEAN,3.0
-118.29,33.93,32.0,1815.0,488.0,17.15,475.0,1.7244,111200.0,<1H OCEAN,2.0
-118.26,34.1,52.0,1310.0,263.0,6.89,208.0,4.0721,350000.0,<1H OCEAN,3.0
-117.16,32.72,52.0,788.0,463.0,8.05,391.0,0.9142,162500.0,NEAR OCEAN,1.0
-117.89,34.07,35.0,1439.0,261.0,8.04,271.0,3.9808,188600.0,<1H OCEAN,3.0
-117.26,32.82,34.0,5846.0,785.0,18.17,747.0,8.496,500001.0,NEAR OCEAN,5.0
-118.02,33.8,16.0,2956.0,393.0,13.79,429.0,8.4952,359600.0,<1H OCEAN,5.0
-118.3,34.02,34.0,3184.0,772.0,24.74,705.0,1.631,137500.0,<1H OCEAN,2.0
-120.67,35.3,19.0,1540.0,715.0,17.99,635.0,0.7025,500001.0,NEAR OCEAN,1.0
-118.45,34.04,22.0,3319.0,1045.0,18.48,940.0,3.6673,283300.0,<1H OCEAN,3.0
-122.03,37.86,29.0,3025.0,477.0,10.35,452.0,6.112,390600.0,NEAR BAY,5.0
-121.82,37.28,31.0,1340.0,235.0,13.36,270.0,4.2361,179500.0,<1H OCEAN,3.0
-118.18,33.91,36.0,1138.0,238.0,8.78,224.0,2.0625,134400.0,<1H OCEAN,2.0
-118.36,33.87,17.0,1082.0,291.0,5.98,281.0,3.9868,281900.0,<1H OCEAN,3.0
-121.27,37.95,52.0,1318.0,308.0,13.68,310.0,1.8261,54600.0,INLAND,2.0
-118.24,33.91,37.0,1607.0,377.0,15.26,375.0,1.7158,94300.0,<1H OCEAN,2.0
-122.14,37.69,38.0,1571.0,317.0,8.74,301.0,4.4659,189100.0,NEAR BAY,3.0
-121.91,37.28,29.0,5650.0,817.0,20.98,813.0,6.4285,337300.0,<1H OCEAN,5.0
-122.49,37.79,52.0,2488.0,281.0,8.05,295.0,10.7058,500001.0,NEAR BAY,5.0
-119.77,37.19,8.0,5212.0,872.0,23.83,857.0,4.1099,113600.0,INLAND,3.0
-119.05,35.34,17.0,2387.0,437.0,12.04,423.0,4.0529,106200.0,INLAND,3.0
-119.21,34.19,15.0,5614.0,989.0,27.54,994.0,5.035,242900.0,NEAR OCEAN,4.0
-121.78,37.33,10.0,2829.0,394.0,15.1,386.0,6.68,359500.0,<1H OCEAN,5.0
-120.13,35.87,26.0,48.0,8.0,0.13,8.0,2.375,71300.0,INLAND,2.0
-118.28,34.07,24.0,3247.0,1281.0,26.42,1182.0,2.4632,216700.0,<1H OCEAN,2.0
-118.02,33.9,34.0,2678.0,511.0,15.4,497.0,4.4954,202900.0,<1H OCEAN,3.0
-121.05,39.2,48.0,1759.0,389.0,7.16,350.0,2.3125,108300.0,INLAND,2.0
-121.82,37.27,16.0,2030.0,321.0,13.43,365.0,6.3566,279100.0,<1H OCEAN,5.0
-118.39,33.97,38.0,993.0,175.0,3.74,180.0,6.2673,357200.0,<1H OCEAN,5.0
-121.18,38.73,16.0,1584.0,264.0,6.13,226.0,6.0302,273100.0,INLAND,5.0
-119.85,36.74,35.0,1191.0,190.0,5.37,182.0,3.5375,96700.0,INLAND,3.0
-121.99,36.96,42.0,1275.0,272.0,4.51,200.0,4.7321,422400.0,NEAR OCEAN,4.0
-121.77,38.76,32.0,1950.0,385.0,11.45,363.0,2.8365,87900.0,INLAND,2.0
-117.25,33.37,8.0,1755.0,530.0,16.87,511.0,1.995,146900.0,<1H OCEAN,2.0
-122.21,37.8,39.0,2018.0,447.0,12.21,446.0,3.0757,151000.0,NEAR BAY,3.0
-120.96,37.65,34.0,1700.0,325.0,9.72,326.0,2.4485,95500.0,INLAND,2.0
-122.22,37.47,35.0,367.0,113.0,3.98,109.0,2.5,166700.0,NEAR OCEAN,2.0
-118.41,34.29,35.0,1008.0,204.0,11.62,215.0,3.35,147600.0,<1H OCEAN,3.0
-118.27,34.16,45.0,1865.0,360.0,9.73,349.0,3.6587,321200.0,<1H OCEAN,3.0
-122.34,37.99,42.0,1531.0,326.0,12.71,377.0,2.6167,85100.0,NEAR BAY,2.0
-117.95,33.89,17.0,1665.0,247.0,7.55,254.0,6.5764,349000.0,<1H OCEAN,5.0
-122.44,38.57,26.0,2101.0,390.0,21.71,360.0,3.6429,159700.0,INLAND,3.0
-118.15,34.12,43.0,1810.0,427.0,7.42,429.0,3.8529,350000.0,<1H OCEAN,3.0
-118.19,34.08,35.0,1554.0,381.0,14.87,374.0,1.9038,139500.0,<1H OCEAN,2.0
-117.61,33.67,3.0,4541.0,720.0,16.0,583.0,6.8004,284900.0,<1H OCEAN,5.0
-117.12,32.91,8.0,3405.0,961.0,17.42,918.0,2.8728,114600.0,<1H OCEAN,2.0
-119.01,35.32,23.0,4870.0,965.0,27.17,928.0,2.596,70000.0,INLAND,2.0
-121.4,38.61,33.0,3512.0,825.0,15.15,782.0,1.9908,118800.0,INLAND,2.0
-122.32,37.55,50.0,2501.0,433.0,10.5,410.0,4.6406,500001.0,NEAR OCEAN,4.0
-121.49,38.54,37.0,1655.0,393.0,8.41,355.0,1.6932,78400.0,INLAND,2.0
-117.05,34.01,27.0,5484.0,1205.0,26.45,1131.0,2.1927,116700.0,INLAND,2.0
-120.85,37.57,27.0,819.0,157.0,4.51,150.0,3.4934,193800.0,INLAND,3.0
-117.97,33.89,17.0,1851.0,344.0,7.64,339.0,5.1315,181800.0,<1H OCEAN,4.0
-122.14,37.67,37.0,3342.0,,16.35,557.0,4.7933,186900.0,NEAR BAY,4.0
-120.97,37.69,16.0,2793.0,476.0,12.79,477.0,3.4667,160900.0,INLAND,3.0
-118.07,33.72,24.0,1240.0,296.0,5.13,254.0,4.9044,485000.0,NEAR OCEAN,4.0
-118.25,33.88,37.0,1027.0,217.0,10.42,254.0,2.2121,98600.0,<1H OCEAN,2.0
-118.88,34.42,20.0,728.0,120.0,3.6,115.0,6.1244,375000.0,<1H OCEAN,5.0
-118.21,33.93,41.0,619.0,138.0,6.36,145.0,2.5083,118100.0,<1H OCEAN,2.0
-119.94,37.04,14.0,1636.0,253.0,7.66,225.0,3.125,88500.0,INLAND,3.0
-121.37,38.56,27.0,1827.0,509.0,8.52,450.0,2.0901,52500.0,INLAND,2.0
-117.96,33.81,34.0,1416.0,277.0,9.8,284.0,4.7772,182500.0,<1H OCEAN,4.0
-117.07,34.05,14.0,5764.0,1006.0,18.76,841.0,1.9694,173200.0,INLAND,2.0
-118.21,33.81,45.0,1693.0,337.0,12.55,333.0,3.6923,159700.0,NEAR OCEAN,3.0
-121.94,38.41,15.0,1263.0,211.0,6.65,208.0,4.5,260900.0,INLAND,3.0
-117.74,34.07,52.0,1868.0,316.0,9.47,328.0,4.2415,140100.0,INLAND,3.0
-122.44,37.77,52.0,2537.0,559.0,8.49,530.0,5.1788,476900.0,NEAR BAY,4.0
-122.32,37.99,24.0,4865.0,968.0,23.15,893.0,4.2852,173500.0,NEAR BAY,3.0
-122.05,37.37,27.0,3885.0,661.0,15.37,606.0,6.6085,344700.0,<1H OCEAN,5.0
-121.48,38.56,44.0,1151.0,263.0,5.18,258.0,2.0089,113600.0,INLAND,2.0
-116.53,33.85,16.0,10077.0,2186.0,30.48,1337.0,2.9647,110900.0,INLAND,2.0
-121.99,36.98,25.0,2113.0,422.0,13.65,439.0,4.6484,234600.0,NEAR OCEAN,4.0
-119.29,36.34,28.0,1440.0,431.0,21.78,440.0,1.2634,50600.0,INLAND,1.0
-122.47,37.78,51.0,1485.0,386.0,8.8,385.0,2.7431,307100.0,NEAR BAY,2.0
-117.18,34.04,38.0,2492.0,381.0,10.03,369.0,3.6875,152800.0,INLAND,3.0
-118.17,34.18,44.0,1401.0,246.0,6.07,271.0,2.8472,218800.0,<1H OCEAN,2.0
-118.12,33.86,34.0,2116.0,427.0,9.72,396.0,4.8516,213600.0,<1H OCEAN,4.0
-118.34,34.16,25.0,6082.0,1763.0,26.16,1644.0,3.6486,246900.0,<1H OCEAN,3.0
-122.24,37.86,52.0,1668.0,225.0,5.17,214.0,7.8521,500001.0,NEAR BAY,5.0
-118.44,33.96,33.0,2799.0,491.0,9.78,447.0,5.6435,500001.0,<1H OCEAN,4.0
-122.25,40.42,17.0,1429.0,265.0,6.92,245.0,2.8611,98700.0,INLAND,2.0
-117.3,34.15,45.0,942.0,166.0,4.01,174.0,3.8594,90800.0,INLAND,3.0
-122.04,38.26,34.0,3082.0,702.0,17.95,703.0,2.7885,105900.0,INLAND,2.0
-121.83,39.23,25.0,3819.0,702.0,19.83,658.0,2.4464,72500.0,INLAND,2.0
-122.5,37.77,52.0,1769.0,414.0,10.32,380.0,3.9954,324700.0,NEAR BAY,3.0
-119.27,34.17,15.0,11403.0,2131.0,33.27,1585.0,4.3693,423300.0,NEAR OCEAN,3.0
-116.96,33.62,8.0,1003.0,167.0,3.88,140.0,4.2917,221900.0,INLAND,3.0
-122.63,38.25,20.0,3460.0,602.0,17.07,568.0,3.7115,181900.0,<1H OCEAN,3.0
-118.36,33.82,36.0,1784.0,311.0,9.01,293.0,6.2247,339000.0,<1H OCEAN,5.0
-117.71,33.6,25.0,1949.0,459.0,6.02,428.0,2.7601,72500.0,<1H OCEAN,2.0
-118.01,34.07,22.0,6311.0,1572.0,66.66,1456.0,2.9334,182600.0,INLAND,2.0
-118.21,34.07,42.0,902.0,318.0,13.12,323.0,1.9375,168800.0,<1H OCEAN,2.0
-120.94,37.6,30.0,3257.0,574.0,18.04,588.0,3.5331,102900.0,INLAND,3.0
-115.62,33.04,17.0,1009.0,231.0,7.45,217.0,2.0463,61200.0,INLAND,2.0
-121.37,39.03,32.0,1158.0,244.0,5.98,227.0,2.8235,65500.0,INLAND,2.0
-119.67,36.73,27.0,2845.0,417.0,12.19,460.0,4.9196,117900.0,INLAND,4.0
-118.39,33.89,30.0,2532.0,464.0,10.56,419.0,6.3434,460400.0,<1H OCEAN,5.0
-118.96,36.66,18.0,1302.0,424.0,3.2,133.0,3.1964,80000.0,INLAND,3.0
-122.33,37.91,36.0,1954.0,513.0,14.37,440.0,1.125,93800.0,NEAR BAY,1.0
-117.03,32.95,19.0,4500.0,815.0,24.56,782.0,4.5032,168900.0,<1H OCEAN,4.0
-117.88,33.7,16.0,1505.0,358.0,8.35,339.0,3.8029,205400.0,<1H OCEAN,3.0
-117.97,33.88,16.0,2003.0,300.0,11.72,318.0,6.0394,321600.0,<1H OCEAN,5.0
-117.33,34.08,35.0,2240.0,423.0,13.94,396.0,3.1799,86700.0,INLAND,3.0
-119.56,36.51,9.0,3860.0,809.0,21.57,770.0,2.5033,70100.0,INLAND,2.0
-118.08,33.72,14.0,2021.0,396.0,6.96,367.0,7.1673,340700.0,NEAR OCEAN,5.0
-117.09,32.76,43.0,3889.0,711.0,14.66,663.0,3.5529,223000.0,NEAR OCEAN,3.0
-118.13,33.76,52.0,2216.0,526.0,9.4,530.0,4.5469,381000.0,NEAR OCEAN,4.0
-121.13,37.74,28.0,409.0,104.0,2.44,98.0,3.4643,90900.0,INLAND,3.0
-121.99,37.83,16.0,2939.0,380.0,11.77,396.0,8.0839,372000.0,<1H OCEAN,5.0
-122.24,37.48,40.0,4459.0,1027.0,20.8,982.0,3.5322,361900.0,NEAR OCEAN,3.0
-122.04,36.96,42.0,1149.0,264.0,7.03,232.0,2.5865,206400.0,NEAR OCEAN,2.0
-118.27,34.15,22.0,2265.0,637.0,16.84,561.0,2.6729,217100.0,<1H OCEAN,2.0
-118.0,33.67,34.0,3712.0,667.0,15.21,632.0,4.8125,387800.0,<1H OCEAN,4.0
-121.36,38.63,30.0,2619.0,370.0,9.4,359.0,4.7283,164500.0,INLAND,4.0
-120.15,37.69,13.0,866.0,252.0,3.69,165.0,2.875,70200.0,INLAND,2.0
-118.33,34.09,40.0,2004.0,687.0,15.14,542.0,1.9911,220000.0,<1H OCEAN,2.0
-117.13,32.71,35.0,614.0,180.0,6.91,164.0,1.6953,81300.0,NEAR OCEAN,2.0
-117.24,32.74,45.0,1718.0,293.0,7.57,329.0,4.05,284900.0,NEAR OCEAN,3.0
-117.86,33.89,24.0,2002.0,253.0,8.2,241.0,6.9612,274500.0,<1H OCEAN,5.0
-118.37,33.96,26.0,138.0,23.0,1.0,20.0,4.875,175000.0,<1H OCEAN,4.0
-117.96,33.93,31.0,1471.0,321.0,8.41,330.0,3.46,232800.0,<1H OCEAN,3.0
-117.38,34.44,4.0,5083.0,867.0,25.41,856.0,4.2414,121400.0,INLAND,3.0
-122.71,38.37,16.0,2355.0,345.0,10.14,348.0,5.6018,253000.0,<1H OCEAN,4.0
-121.24,38.79,15.0,2615.0,485.0,10.63,428.0,3.7904,173200.0,INLAND,3.0
-122.43,37.75,40.0,4850.0,977.0,18.24,952.0,5.0519,356100.0,NEAR BAY,4.0
-118.5,34.21,36.0,1656.0,310.0,8.17,308.0,5.5675,215900.0,<1H OCEAN,4.0
-122.27,37.86,52.0,2307.0,583.0,11.27,548.0,1.8447,198200.0,NEAR BAY,2.0
-117.22,33.66,12.0,1869.0,356.0,10.07,323.0,3.125,117200.0,<1H OCEAN,3.0
-121.2,36.14,12.0,3738.0,710.0,23.37,664.0,3.9647,135000.0,<1H OCEAN,3.0
-121.48,38.57,52.0,567.0,193.0,2.72,187.0,1.625,187500.0,INLAND,2.0
-122.41,37.8,52.0,2892.0,751.0,17.85,733.0,3.5746,350000.0,NEAR BAY,3.0
-121.86,37.35,46.0,1448.0,330.0,10.94,331.0,2.4968,174100.0,<1H OCEAN,2.0
-118.12,33.98,44.0,932.0,179.0,7.17,180.0,3.6875,178100.0,<1H OCEAN,3.0
-122.35,37.58,26.0,854.0,246.0,3.96,231.0,2.8393,375000.0,NEAR OCEAN,2.0
-123.22,39.15,36.0,1166.0,216.0,5.04,203.0,3.5938,122100.0,<1H OCEAN,3.0
-118.25,34.01,28.0,481.0,136.0,5.96,128.0,1.2396,90300.0,<1H OCEAN,1.0
-118.36,33.84,22.0,11016.0,3170.0,66.64,2838.0,3.7030000000000003,361300.0,<1H OCEAN,3.0
-120.86,37.49,37.0,1084.0,271.0,8.93,236.0,1.6213,69500.0,INLAND,2.0
-118.18,33.97,34.0,3214.0,899.0,30.86,808.0,2.0057,189400.0,<1H OCEAN,2.0
-118.07,34.56,5.0,10264.0,1821.0,58.71,1790.0,4.2329,145500.0,INLAND,3.0
-122.49,37.73,48.0,1190.0,182.0,4.97,199.0,6.2642,438500.0,NEAR OCEAN,5.0
-122.23,37.8,52.0,783.0,184.0,4.88,186.0,1.9375,126600.0,NEAR BAY,2.0
-118.36,34.14,30.0,1376.0,317.0,6.29,320.0,3.6823,295200.0,<1H OCEAN,3.0
-114.64,34.83,10.0,2502.0,573.0,11.52,481.0,1.7062,86800.0,INLAND,2.0
-121.44,38.5,20.0,2033.0,586.0,12.81,521.0,1.4007,97500.0,INLAND,1.0
-120.19,38.42,11.0,1568.0,369.0,0.82,33.0,3.125,77500.0,INLAND,3.0
-116.24,33.76,9.0,1961.0,595.0,9.66,275.0,3.8125,96700.0,INLAND,3.0
-118.25,34.0,29.0,1419.0,363.0,16.96,317.0,2.2813,101300.0,<1H OCEAN,2.0
-117.9,33.66,22.0,3568.0,938.0,19.52,938.0,3.1667,161000.0,<1H OCEAN,3.0
-118.83,34.23,6.0,8803.0,1114.0,33.85,1010.0,8.7288,425800.0,<1H OCEAN,5.0
-121.49,38.57,49.0,1334.0,492.0,6.34,421.0,1.7568,93800.0,INLAND,2.0
-118.46,34.03,39.0,1244.0,283.0,8.86,284.0,3.125,325000.0,<1H OCEAN,3.0
-122.21,37.78,46.0,2239.0,508.0,13.9,569.0,2.7352,137300.0,NEAR BAY,2.0
-118.32,34.17,39.0,1995.0,564.0,12.02,544.0,3.5875,250000.0,<1H OCEAN,3.0
-117.9,34.1,35.0,2739.0,475.0,14.81,483.0,4.5655,176600.0,<1H OCEAN,4.0
-118.23,34.1,38.0,1051.0,249.0,7.99,229.0,2.7119999999999997,143800.0,<1H OCEAN,2.0
-121.86,37.4,21.0,1386.0,260.0,9.46,257.0,6.5226,258500.0,<1H OCEAN,5.0
-122.24,38.13,37.0,3223.0,564.0,13.25,539.0,4.0938,126900.0,NEAR BAY,3.0
-119.06,36.07,20.0,2683.0,553.0,14.97,548.0,1.7031,64600.0,INLAND,2.0
-121.83,37.28,19.0,2644.0,833.0,23.17,780.0,3.1042,183100.0,<1H OCEAN,3.0
-118.1,34.14,45.0,3066.0,659.0,12.87,625.0,3.5804,324400.0,<1H OCEAN,3.0
